Demand ID; Started at; Source Node; Destination node; Bitrate; Duration; Is success; Links in path; Path length; Required core; Required index
124; 9; 1; 8; 792; 2; True; [4, 10]; (867,); 2; 0
137; 10; 14; 1; 705; 1; True; [9, 11, 27, 34, 49]; (2263,); 2; 53
131; 10; 19; 12; 748; 1; True; [1, 13, 26, 61]; (2163,); 0; 0
77; 6; 13; 7; 141; 5; True; [28, 34, 47, 49]; (1661,); 1; 15
70; 6; 15; 18; 226; 5; True; [17, 18, 31, 35, 49, 53]; (3062,); 2; 60
142; 11; 27; 0; 877; 5; False; None; None; None; None
36; 3; 6; 27; 690; 8; True; [23, 26, 29, 42, 77]; (2506,); 0; 36
46; 4; 15; 9; 799; 7; True; [34, 49, 53]; (1366,); 2; 8
115; 9; 22; 12; 754; 2; True; [52, 69, 70]; (1562,); 0; 93
116; 9; 13; 26; 755; 2; True; [48, 69, 72, 75]; (3057,); 2; 0
93; 7; 21; 10; 119; 4; True; [43, 65]; (2220,); 0; 33
49; 4; 27; 2; 754; 7; True; [8, 12, 24, 38, 76, 80]; (2847,); 2; 90
97; 8; 5; 16; 165; 4; True; [17, 18, 60]; (2063,); 1; 84
98; 8; 21; 4; 757; 4; True; [24, 38, 52, 66, 69, 70]; (3704,); 0; 48
64; 5; 25; 11; 791; 7; True; [39, 76]; (1297,); 0; 21
101; 8; 12; 27; 216; 4; True; [42, 44, 47, 51, 52, 77]; (3241,); 1; 33
84; 7; 1; 18; 825; 5; True; [5, 17]; (1390,); 1; 30
114; 9; 27; 21; 890; 3; True; [14, 24, 38, 76, 80]; (3262,); 2; 207
156; 12; 15; 0; 796; 1; False; None; None; None; None
123; 9; 14; 10; 531; 3; True; [35, 49]; (1056,); 2; 39
125; 9; 16; 0; 931; 3; False; None; None; None; None
132; 10; 21; 3; 72; 3; True; [19, 23, 27, 31, 43, 65]; (3510,); 1; 0
25; 2; 21; 6; 952; 11; True; [31, 43, 65]; (2547,); 2; 27
174; 13; 4; 0; 546; 7; False; None; None; None; None
59; 5; 9; 21; 54; 8; True; [33, 45]; (2220,); 1; 0
96; 8; 23; 2; 95; 5; True; [8, 12, 24, 38, 52, 70]; (2673,); 2; 15
170; 13; 26; 0; 757; 1; False; None; None; None; None
66; 5; 25; 20; 425; 8; True; [2, 11, 24, 38, 76]; (2703,); 2; 60
163; 12; 4; 22; 835; 1; True; [16, 20, 32, 37, 48, 50]; (2841,); 2; 27
112; 9; 17; 18; 805; 4; True; [56, 58]; (1594,); 0; 0
158; 12; 27; 8; 74; 1; True; [38, 76, 80]; (1643,); 2; 6
156; 12; 15; 0; 796; 1; False; None; None; None; None
134; 10; 24; 9; 69; 3; True; [25, 38, 73]; (1748,); 2; 0
17; 1; 2; 21; 942; 12; True; [10, 20, 22, 28, 33, 45]; (3510,); 0; 0
177; 14; 7; 0; 473; 4; False; None; None; None; None
133; 10; 14; 11; 145; 4; True; [49]; (534,); 2; 32
170; 13; 26; 0; 757; 1; False; None; None; None; None
188; 14; 1; 0; 435; 13; False; None; None; None; None
1; 0; 15; 27; 580; 14; True; [42, 52, 77]; (1682,); 1; 0
113; 9; 27; 10; 822; 5; True; [35, 39, 76, 80]; (2541,); 2; 15
149; 12; 11; 12; 934; 2; True; [40, 46, 50, 53]; (1979,); 0; 18
165; 13; 24; 18; 783; 1; True; [7, 8, 12, 24, 38, 73]; (3107,); 0; 83
160; 12; 4; 10; 935; 2; True; [16, 20, 32]; (1356,); 2; 54
162; 12; 10; 11; 643; 3; True; [36]; (757,); 2; 0
207; 15; 15; 0; 921; 12; False; None; None; None; None
145; 11; 4; 7; 802; 4; True; [16, 19, 23, 29]; (1588,); 1; 3
144; 11; 13; 6; 55; 4; True; [31, 35, 47, 49]; (1783,); 0; 21
109; 8; 13; 4; 550; 7; True; [9, 27, 34, 47, 49]; (2123,); 2; 165
175; 14; 0; 26; 998; 1; True; [1, 13, 26, 42, 77, 81]; (3358,); 0; 42
141; 11; 19; 5; 237; 4; True; [0, 5, 61]; (1798,); 1; 0
178; 14; 21; 9; 811; 1; True; [19, 23, 31, 43, 65]; (3036,); 1; 78
143; 11; 22; 11; 451; 4; True; [47, 49, 67]; (1485,); 2; 51
181; 14; 16; 2; 186; 1; True; [55, 57]; (1581,); 0; 0
110; 9; 12; 27; 471; 6; True; [42, 44, 47, 51, 52, 77]; (3241,); 2; 30
155; 12; 3; 22; 557; 3; True; [13, 26, 40, 54, 71]; (2495,); 0; 0
6; 0; 13; 15; 678; 15; True; [47, 51]; (776,); 1; 0
189; 14; 2; 12; 605; 1; True; [10, 20, 22, 28, 33]; (2010,); 0; 0
190; 14; 1; 19; 831; 1; True; [2, 3]; (1204,); 2; 24
197; 15; 18; 20; 715; 1; True; [2, 3, 15, 59, 62]; (3056,); 0; 0
210; 15; 4; 9; 154; 1; True; [16, 20]; (834,); 1; 39
171; 13; 11; 13; 648; 3; True; [40, 50, 53]; (1196,); 0; 65
173; 13; 24; 18; 405; 3; True; [7, 8, 12, 24, 38, 73]; (3107,); 0; 18
142; 11; 27; 0; 877; 5; False; None; None; None; None
216; 16; 20; 0; 205; 1; False; None; None; None; None
161; 12; 2; 25; 126; 4; True; [9, 13, 26, 42]; (1732,); 2; 52
183; 14; 14; 1; 857; 2; True; [9, 11, 27, 34, 49]; (2263,); 2; 213
185; 14; 6; 7; 270; 2; True; [23, 29]; (863,); 2; 0
187; 14; 16; 3; 224; 2; True; [4, 55, 57]; (1974,); 2; 21
47; 4; 13; 16; 827; 12; True; [7, 8, 27, 34, 47, 49, 58]; (3838,); 0; 32
193; 15; 12; 2; 851; 1; True; [19, 21, 31, 43]; (1865,); 1; 129
194; 15; 10; 3; 495; 1; True; [27, 34]; (930,); 2; 9
92; 7; 16; 13; 665; 9; True; [16, 20, 33, 56, 59]; (3110,); 2; 33
58; 5; 1; 0; 916; 11; False; None; None; None; None
167; 13; 17; 2; 510; 4; True; [57]; (747,); 2; 0
135; 10; 0; 13; 299; 7; True; [1, 10, 12, 30, 37, 50]; (2663,); 0; 56
136; 10; 14; 27; 816; 7; True; [42, 51, 52, 77]; (2058,); 2; 0
176; 14; 7; 13; 845; 3; True; [26, 40, 50, 53]; (1577,); 2; 21
216; 16; 20; 0; 205; 1; False; None; None; None; None
41; 3; 16; 4; 614; 14; True; [4, 9, 55, 57]; (2233,); 2; 36
79; 6; 20; 17; 774; 11; True; [0, 7, 58, 61, 64]; (3247,); 1; 30
196; 15; 20; 21; 524; 3; True; [13, 26, 40, 54, 63, 68, 71]; (4771,); 1; 6
242; 18; 3; 0; 139; 14; False; None; None; None; None
177; 14; 7; 0; 473; 4; False; None; None; None; None
130; 10; 13; 7; 854; 8; True; [28, 34, 47, 49]; (1661,); 1; 39
67; 6; 18; 2; 547; 12; True; [15, 59]; (1390,); 2; 15
213; 16; 22; 3; 162; 2; True; [27, 34, 47, 49, 67]; (2415,); 2; 30
214; 16; 6; 25; 383; 2; True; [23, 26, 29, 42]; (1784,); 2; 107
184; 14; 4; 2; 848; 4; True; [15]; (594,); 2; 33
90; 7; 15; 1; 947; 11; True; [11, 24, 38, 52]; (1893,); 2; 177
151; 12; 1; 8; 747; 6; True; [4, 10]; (867,); 2; 0
218; 16; 9; 8; 583; 2; True; [19, 23, 29, 31]; (1408,); 1; 78
159; 12; 7; 24; 948; 6; True; [26, 41]; (1156,); 2; 0
42; 3; 14; 9; 265; 15; True; [34, 49]; (990,); 2; 2
191; 14; 0; 9; 403; 4; True; [0, 6, 20, 22]; (1659,); 1; 53
186; 14; 11; 16; 416; 4; True; [7, 8, 12, 24, 38, 58]; (3166,); 1; 65
152; 12; 26; 21; 951; 6; True; [14, 24, 38, 76, 79, 80]; (3885,); 2; 72
225; 17; 23; 10; 801; 1; True; [35, 49, 53, 70]; (2100,); 2; 177
235; 18; 20; 0; 574; 3; False; None; None; None; None
154; 12; 13; 14; 969; 6; True; [47]; (400,); 1; 66
254; 19; 22; 0; 882; 1; False; None; None; None; None
127; 9; 18; 27; 559; 10; True; [16, 19, 23, 26, 29, 42, 59, 77]; (4027,); 1; 45
169; 13; 7; 12; 930; 6; True; [20, 22, 25, 28, 33]; (2128,); 1; 98
245; 18; 5; 19; 638; 1; True; [2, 3, 19, 21]; (2022,); 2; 51
251; 19; 19; 0; 862; 5; False; None; None; None; None
180; 14; 4; 5; 677; 5; True; [16]; (507,); 1; 27
204; 15; 15; 11; 757; 4; True; [49, 53]; (910,); 2; 86
205; 15; 10; 15; 918; 4; True; [37, 51]; (910,); 0; 0
244; 18; 23; 26; 226; 1; True; [72, 75]; (2032,); 1; 0
102; 8; 11; 19; 162; 11; True; [2, 11, 24, 38]; (2163,); 2; 18
138; 10; 14; 11; 768; 9; True; [49]; (534,); 2; 74
248; 18; 12; 6; 61; 1; True; [31, 43]; (1047,); 2; 26
252; 19; 10; 0; 798; 3; False; None; None; None; None
221; 17; 27; 25; 840; 2; True; [78, 81]; (1836,); 1; 0
222; 17; 15; 19; 320; 2; True; [2, 11, 24, 38, 52]; (2583,); 0; 0
224; 17; 27; 24; 615; 2; True; [40, 54, 76, 80]; (2350,); 0; 21
140; 11; 0; 2; 843; 8; True; [1, 12]; (799,); 0; 0
153; 12; 25; 15; 146; 7; True; [40, 53, 76]; (1336,); 1; 0
168; 13; 14; 25; 518; 7; True; [42, 51, 52]; (1336,); 2; 58
254; 19; 22; 0; 882; 1; False; None; None; None; None
208; 15; 19; 15; 273; 5; True; [1, 10, 12, 30, 37, 61]; (2953,); 0; 30
182; 14; 3; 13; 881; 6; True; [10, 12, 30, 37, 50]; (2123,); 0; 107
200; 15; 21; 13; 421; 5; True; [65]; (1500,); 1; 54
174; 13; 4; 0; 546; 7; False; None; None; None; None
256; 19; 20; 2; 658; 1; True; [0, 61, 64]; (1666,); 1; 0
238; 18; 9; 12; 62; 2; True; [33]; (720,); 1; 0
202; 15; 14; 1; 450; 5; True; [9, 11, 27, 34, 49]; (2263,); 2; 58
257; 19; 3; 9; 927; 2; True; [10, 12, 20, 22, 28]; (1549,); 0; 60
272; 20; 10; 25; 953; 1; True; [36, 42]; (1297,); 2; 38
164; 13; 7; 20; 387; 8; True; [14, 24]; (1619,); 2; 0
107; 8; 25; 12; 947; 13; True; [76]; (540,); 1; 27
179; 14; 21; 17; 698; 7; True; [17, 18, 31, 43, 60, 65]; (4610,); 1; 12
147; 11; 11; 8; 192; 10; True; [38]; (381,); 2; 3
258; 19; 3; 9; 586; 2; True; [10, 12, 20, 22, 28]; (1549,); 0; 134
266; 20; 4; 20; 55; 1; True; [2, 3, 15, 62]; (2260,); 2; 75
235; 18; 20; 0; 574; 3; False; None; None; None; None
262; 19; 25; 23; 208; 2; True; [40, 54, 71, 76]; (2102,); 0; 20
192; 15; 19; 16; 360; 6; True; [1, 13, 26, 40, 61]; (2583,); 2; 58
71; 6; 2; 0; 382; 15; False; None; None; None; None
195; 15; 3; 19; 829; 6; True; [2, 11]; (1230,); 2; 24
268; 20; 22; 15; 153; 2; True; [47, 67]; (951,); 1; 0
232; 17; 4; 5; 481; 5; True; [16]; (507,); 1; 0
277; 21; 15; 11; 211; 1; True; [49, 53]; (910,); 2; 15
241; 18; 15; 13; 232; 4; True; [46, 50, 53]; (1559,); 2; 0
278; 21; 10; 14; 454; 1; True; [37]; (534,); 0; 0
280; 21; 21; 14; 338; 1; True; [66, 67]; (1760,); 1; 17
246; 18; 10; 20; 800; 4; True; [9, 14, 27, 34]; (2256,); 2; 257
285; 21; 24; 12; 505; 1; True; [73]; (775,); 1; 21
215; 16; 22; 9; 737; 6; True; [34, 47, 49, 67]; (1941,); 2; 153
252; 19; 10; 0; 798; 3; False; None; None; None; None
269; 20; 16; 3; 544; 2; True; [4, 55, 57]; (1974,); 0; 18
253; 19; 18; 25; 530; 3; True; [16, 19, 23, 26, 29, 42, 59]; (3305,); 1; 32
117; 9; 2; 26; 991; 13; True; [9, 13, 26, 42, 77, 81]; (3077,); 2; 183
38; 3; 18; 5; 617; 20; True; [59]; (796,); 1; 33
166; 13; 21; 15; 115; 10; True; [47, 66, 67]; (2160,); 1; 14
139; 11; 8; 19; 273; 12; True; [2, 9, 11, 27]; (1963,); 2; 0
99; 8; 13; 25; 421; 15; True; [42, 47, 51, 52]; (1736,); 1; 21
203; 15; 1; 6; 725; 8; True; [6]; (600,); 2; 0
243; 18; 19; 4; 384; 5; True; [1, 61]; (1230,); 2; 0
249; 18; 23; 21; 221; 5; True; [14, 24, 38, 52, 70]; (3088,); 2; 23
288; 22; 23; 21; 124; 1; True; [14, 24, 38, 52, 70]; (3088,); 2; 18
304; 23; 2; 0; 707; 2; False; None; None; None; None
295; 22; 24; 10; 741; 1; True; [35, 39, 73]; (2054,); 2; 27
297; 22; 8; 25; 459; 1; True; [26, 29, 42]; (1513,); 2; 38
45; 4; 18; 15; 454; 19; True; [16, 20, 32, 37, 59]; (2686,); 2; 0
298; 22; 2; 11; 992; 1; True; [9, 13, 26]; (1192,); 2; 257
301; 22; 1; 21; 544; 1; True; [6, 20, 22, 33, 45]; (3365,); 2; 15
234; 17; 8; 1; 974; 7; True; [9, 11, 27]; (1273,); 2; 212
251; 19; 19; 0; 862; 5; False; None; None; None; None
326; 24; 15; 0; 808; 4; False; None; None; None; None
261; 19; 27; 8; 391; 5; True; [38, 76, 80]; (1643,); 2; 29
286; 22; 3; 15; 122; 2; True; [13, 26, 40]; (1353,); 0; 6
250; 18; 22; 11; 501; 6; True; [47, 49, 67]; (1485,); 1; 32
219; 16; 24; 22; 660; 8; True; [68, 71, 74]; (2502,); 2; 0
289; 22; 8; 26; 316; 2; True; [26, 29, 42, 77, 81]; (2858,); 2; 0
150; 12; 16; 14; 747; 12; True; [4, 10, 30, 37, 50, 55, 57]; (3838,); 2; 54
119; 9; 4; 15; 665; 15; True; [16, 20, 32, 37, 51]; (2266,); 1; 78
229; 17; 20; 9; 694; 7; True; [10, 12, 63]; (1800,); 0; 39
50; 4; 5; 20; 950; 20; True; [9, 14, 19, 23, 27]; (2289,); 2; 78
230; 17; 27; 1; 502; 7; True; [11, 24, 38, 76, 80]; (2735,); 2; 242
303; 23; 0; 25; 98; 1; True; [1, 13, 26, 42]; (2013,); 0; 0
199; 15; 13; 18; 851; 10; True; [17, 18, 31, 35, 47, 49]; (3086,); 1; 102
274; 21; 26; 6; 762; 4; True; [22, 25, 28, 38, 76, 79, 80]; (3347,); 1; 0
314; 24; 7; 21; 93; 1; True; [26, 40, 54, 68, 71]; (3152,); 2; 45
111; 9; 8; 18; 247; 16; True; [17, 18, 22, 28]; (1792,); 1; 3
281; 21; 17; 20; 521; 4; True; [2, 3, 57, 62]; (2413,); 0; 0
282; 21; 20; 27; 662; 4; True; [13, 26, 42, 63, 77]; (3262,); 1; 50
321; 24; 2; 26; 299; 1; True; [9, 13, 26, 42, 77, 81]; (3077,); 2; 59
308; 23; 25; 26; 128; 2; True; [77, 81]; (1345,); 2; 9
324; 24; 18; 12; 98; 1; True; [16, 19, 23, 26, 29, 59]; (2765,); 1; 24
307; 23; 18; 20; 501; 2; True; [2, 3, 15, 59, 62]; (3056,); 2; 26
148; 12; 17; 3; 241; 13; True; [4, 57]; (1140,); 2; 15
292; 22; 19; 1; 687; 3; True; [61]; (690,); 0; 0
304; 23; 2; 0; 707; 2; False; None; None; None; None
273; 20; 3; 26; 970; 5; True; [13, 26, 42, 77, 81]; (2818,); 0; 68
302; 23; 27; 3; 311; 2; True; [12, 24, 38, 76, 80]; (2454,); 2; 54
267; 20; 27; 5; 726; 5; True; [18, 22, 25, 28, 38, 76, 80]; (3231,); 1; 54
276; 21; 5; 9; 159; 5; True; [20]; (327,); 1; 33
226; 17; 8; 1; 618; 9; True; [9, 11, 27]; (1273,); 0; 107
312; 24; 21; 16; 463; 2; True; [66, 69, 70]; (2351,); 1; 0
284; 21; 18; 21; 704; 5; True; [16, 20, 33, 45, 59]; (3850,); 1; 99
227; 17; 3; 9; 267; 9; True; [10, 12, 20, 22, 28]; (1549,); 0; 17
290; 22; 22; 17; 292; 4; True; [7, 8, 27, 34, 47, 49, 58, 67]; (4389,); 0; 0
255; 19; 0; 25; 857; 7; True; [1, 13, 26, 42]; (2013,); 0; 41
260; 19; 15; 21; 78; 7; True; [54, 68, 71]; (2351,); 1; 0
332; 25; 25; 16; 216; 1; True; [40, 76]; (960,); 0; 19
340; 25; 8; 13; 89; 1; True; [30, 37, 50]; (1390,); 0; 48
334; 25; 14; 21; 408; 1; True; [48, 50, 68]; (2160,); 2; 0
358; 26; 3; 6; 997; 1; True; [10, 12, 28]; (1004,); 0; 33
271; 20; 24; 12; 953; 7; True; [73]; (775,); 1; 0
343; 26; 17; 12; 587; 1; True; [4, 9, 13, 26, 57]; (2332,); 0; 0
311; 23; 9; 16; 79; 4; True; [17, 18, 31, 60]; (2390,); 1; 78
366; 27; 9; 0; 587; 13; False; None; None; None; None
207; 15; 15; 0; 921; 12; False; None; None; None; None
323; 24; 8; 23; 324; 3; True; [30, 37, 51, 54]; (2034,); 1; 57
346; 26; 22; 8; 786; 1; True; [38, 52, 69, 70]; (1943,); 2; 75
188; 14; 1; 0; 435; 13; False; None; None; None; None
78; 6; 26; 3; 564; 21; True; [12, 24, 38, 76, 79, 80]; (3077,); 2; 159
330; 25; 7; 18; 906; 2; True; [17, 18, 22, 25, 28]; (2384,); 1; 81
223; 17; 26; 14; 294; 10; True; [67, 71, 74, 78]; (3057,); 2; 36
265; 20; 16; 18; 517; 7; True; [56]; (760,); 0; 0
355; 26; 19; 2; 455; 1; True; [0, 61]; (1204,); 1; 30
291; 22; 5; 13; 272; 5; True; [20, 32, 37, 50]; (1783,); 1; 48
94; 7; 14; 3; 904; 21; True; [27, 34, 49]; (1464,); 2; 126
350; 26; 7; 2; 946; 2; True; [8, 12, 24]; (1204,); 2; 75
376; 27; 20; 10; 695; 1; True; [10, 12, 20, 22, 28, 63]; (2616,); 0; 32
318; 24; 12; 5; 624; 4; True; [18, 31, 43]; (1554,); 1; 24
326; 24; 15; 0; 808; 4; False; None; None; None; None
293; 22; 4; 3; 873; 6; True; [4, 15]; (987,); 2; 99
306; 23; 11; 25; 614; 5; True; [42]; (540,); 1; 0
319; 24; 24; 17; 486; 4; True; [7, 8, 12, 24, 38, 58, 73]; (3941,); 0; 59
322; 24; 17; 27; 778; 4; True; [4, 9, 13, 26, 42, 57, 77]; (3594,); 2; 144
146; 11; 2; 10; 751; 17; True; [10, 30]; (930,); 1; 0
325; 24; 26; 22; 919; 4; True; [68, 71, 74, 78]; (3715,); 2; 48
373; 27; 3; 11; 842; 1; True; [13, 26]; (933,); 0; 40
336; 25; 23; 17; 994; 3; True; [7, 8, 12, 24, 38, 52, 58, 70]; (4254,); 0; 89
338; 25; 21; 5; 317; 3; True; [18, 31, 43, 65]; (3054,); 1; 42
344; 26; 20; 1; 85; 3; True; [61, 64]; (1152,); 0; 0
391; 28; 3; 14; 118; 1; True; [10, 12, 30, 37]; (1723,); 0; 53
296; 22; 5; 4; 720; 7; True; [9, 19, 23, 27]; (1222,); 2; 38
385; 28; 8; 13; 771; 1; True; [30, 37, 50]; (1390,); 1; 48
390; 28; 21; 18; 767; 1; True; [7, 19, 21, 31, 43, 65]; (4112,); 0; 149
357; 26; 24; 23; 151; 3; True; [71, 74]; (1293,); 2; 0
335; 25; 24; 2; 365; 4; True; [8, 12, 24, 38, 73]; (2360,); 2; 30
220; 16; 16; 17; 925; 13; True; [55]; (834,); 0; 0
367; 27; 4; 18; 257; 2; True; [17]; (796,); 1; 15
372; 27; 17; 2; 281; 2; True; [57]; (747,); 2; 9
51; 4; 26; 10; 717; 25; True; [35, 39, 76, 79, 80]; (3164,); 0; 0
375; 27; 13; 14; 279; 2; True; [47]; (400,); 1; 0
384; 28; 20; 2; 932; 2; True; [0, 61, 64]; (1666,); 1; 29
239; 18; 2; 7; 721; 12; True; [9, 13]; (811,); 2; 242
348; 26; 4; 12; 671; 4; True; [16, 20, 33]; (1554,); 1; 57
387; 28; 24; 7; 979; 2; True; [25, 28, 38, 73]; (2019,); 2; 75
394; 29; 0; 25; 495; 1; True; [1, 13, 26, 42]; (2013,); 0; 40
317; 24; 15; 27; 78; 6; True; [42, 52, 77]; (1682,); 1; 9
333; 25; 21; 3; 834; 5; True; [19, 23, 27, 31, 43, 65]; (3510,); 2; 59
359; 26; 20; 7; 683; 4; True; [10, 12, 28, 63]; (2071,); 0; 149
396; 29; 6; 20; 687; 1; True; [9, 14, 23, 27]; (2071,); 2; 37
362; 26; 26; 13; 565; 4; True; [46, 67, 71, 74, 78]; (3840,); 2; 102
327; 25; 24; 2; 389; 5; True; [8, 12, 24, 38, 73]; (2360,); 2; 63
365; 27; 10; 21; 142; 3; True; [37, 48, 50, 68]; (2694,); 0; 9
408; 30; 10; 0; 520; 17; False; None; None; None; None
337; 25; 12; 6; 186; 5; True; [31, 43]; (1047,); 2; 25
402; 29; 25; 21; 848; 1; True; [14, 24, 38, 76]; (2540,); 0; 74
206; 15; 2; 11; 319; 15; True; [9, 13, 26]; (1192,); 2; 108
404; 29; 10; 9; 908; 1; True; [34]; (456,); 2; 0
